section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
Features,downgradeModule,@angular/upgrade/static,,deprecated,13.4,,deprecated,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,createNgModuleRef,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,ModuleWithComponentFactories,@angular/core,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,HAMMER_GESTURE_CONFIG,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HAMMER_LOADER,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HammerGestureConfig,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HammerLoader,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HammerModule,@angular/platform-browser,,removed,13,22,removed,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,provideRoutes,@angular/router,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getAngularLib,@angular/upgrade/static,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,setAngularLib,@angular/upgrade/static,,removed,13,22,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,ImportedNgModuleProviders,@angular/core,,removed,14,21,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,stable,https://www.angular.courses/caniuse?tab=features,,
Features,NgProbeToken,@angular/core,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,PACKAGE_ROOT_URL,@angular/core,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,not_available,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,ApplicationConfig,@angular/platform-browser,,removed,13,13,removed,removed,not_available,not_available,not_available,not_available,not_available,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,UpgradeAdapter,@angular/upgrade,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,UpgradeAdapterRef,@angular/upgrade,,removed,13,21,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,isPlatformWorkerApp,@angular/common,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,isPlatformWorkerUi,@angular/common,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,async,@angular/core/testing,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,RESOURCE_CACHE_PROVIDER,@angular/platform-browser-dynamic,,removed,13.2,18,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,makeStateKey,@angular/platform-browser,,removed,13,18,removed,removed,removed,removed,removed,not_available,not_available,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,StateKey,@angular/platform-browser,,removed,13,18,removed,removed,removed,removed,removed,not_available,not_available,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,platformDynamicServer,@angular/platform-server,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,ServerTransferStateModule,@angular/platform-server,,removed,13,18,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,setupTestingRouter,@angular/router/testing,,removed,13,17,removed,removed,removed,removed,removed,removed,deprecated,not_available,stable,https://www.angular.courses/caniuse?tab=features,,
Features,UpdateActivatedEvent,@angular/service-worker,,removed,13,17,removed,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,UpdateAvailableEvent,@angular/service-worker,,removed,13,17,removed,removed,removed,removed,removed,removed,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,XhrFactory,@angular/common/http,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,ANALYZE_FOR_ENTRY_COMPONENTS,@angular/core,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,ReflectiveKey,@angular/core,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,BrowserTransferStateModule,@angular/platform-browser,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,not_available,https://www.angular.courses/caniuse?tab=features,,
Features,renderModuleFactory,@angular/platform-server,,removed,13,16,removed,removed,removed,removed,removed,removed,removed,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,NgOptimizedImageModule,@angular/common,,removed,13.4,14,removed,removed,removed,removed,removed,removed,removed,removed,removed,https://www.angular.courses/caniuse?tab=features,,
Diff,Standalone API,@angular/core,"Directly import other components, directives, and pipes used in their templates and enable some features such as defer, hostDirectives and loadComponent.",stable,14,,stable,stable,stable,stable,stable,stable,stable,stable,experimental,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/components/importing#standalone-components,migration: ng generate @angular/core:standalone Derived from the Angular Courses diff/feature compatibility source.
Diff,@defer,@angular/core,"Defer the loading of select dependencies such as components, directives, and pipes, and any associated CSS within a template",stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/defer#,Derived from the Angular Courses diff/feature compatibility source.
Diff,@for,@angular/core,Angular templates support control flow blocks that let you conditionally repeat elements.,stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/templates/control-flow#repeat-content-with-the-for-block,migration: ng generate @angular/core:control-flow Derived from the Angular Courses diff/feature compatibility source.
Diff,@switch,@angular/core,Angular templates support control flow blocks that let you conditionally show elements.,stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/templates/control-flow#conditionally-display-content-with-the-switch-block,migration: ng generate @angular/core:control-flow Derived from the Angular Courses diff/feature compatibility source.
Diff,@if,@angular/core,Angular templates support control flow blocks that let you conditionally show and hide elements.,stable,17,,stable,stable,stable,stable,stable,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/templates/control-flow#conditionally-display-content-with-if-else-if-and-else,migration: ng generate @angular/core:control-flow Derived from the Angular Courses diff/feature compatibility source.
Diff,Functional guards/resolvers,@angular/router,Create guards and resolvers using functions.,stable,14.2,,stable,stable,stable,stable,stable,stable,stable,stable,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Functional interceptors,@angular/router,Create interceptors using functions.,stable,15,,stable,stable,stable,stable,stable,stable,stable,stable,not_available,https://www.angular.courses/caniuse?tab=diff,https://v18.angular.dev/guide/http/interceptors#,Derived from the Angular Courses diff/feature compatibility source.
Diff,@let,@angular/core,Define a local variable and re-use it across the template.,stable,18.1,,stable,stable,stable,stable,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/templates/variables#local-template-variables-with-let,Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal (core),@angular/core,"System that granularly tracks how and where your state is used throughout an application, allowing the framework to optimize rendering updates.",stable,16,,stable,stable,stable,stable,stable,stable,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals#,Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal inputs,@angular/core,Allow values to be bound from parent components.,stable,17.1,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/inputs#,migration: ng generate @angular/core:signal-input-migration Derived from the Angular Courses diff/feature compatibility source.
Diff,output(),@angular/core,Enable emitting values to parent directives and components.,stable,17.3,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/components/outputs#,migration: ng generate @angular/core:output-migration Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal queries,@angular/core,"Signals to retrieve references to child components, directives, DOM elements, and more.",stable,17.2,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/queries#,migration: ng generate @angular/core:signal-queries-migration Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal model,@angular/core,Special type of input that enable a component to propagate new values back to another component.,stable,17.2,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/model,Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal effect,@angular/core,Operation that runs whenever one or more signal values change.,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals#effects,Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal inputs converter,@angular/language-service,Language service refactoring action that can convert `@Input()` declarations to signal inputs.,stable,19,,stable,stable,stable,stable,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withEventReplay,@angular/platform-browser,Support for replaying user events (e.g. clicks) that happened on a page before hydration logic has completed.,stable,18,,stable,stable,stable,stable,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/hydration#capturing-and-replaying-events,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideZonelessChangeDetection,@angular/platform-browser,Provide change detection without ZoneJS for the application bootstrapped using bootstrapApplication.,stable,18,,stable,stable,preview,experimental,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/testing/components-scenarios#automatic-change-detection,Derived from the Angular Courses diff/feature compatibility source.
Diff,withI18nSupport,@angular/platform-browser,Enable support for hydrating i18n blocks.,stable,18,,stable,stable,stable,preview,preview,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/hydration#i18n,Derived from the Angular Courses diff/feature compatibility source.
Diff,createRequestHandler,@angular/ssr,"Annotate a request handler function with metadata, marking it as a special handler.",stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,createNodeRequestHandler,@angular/ssr,Attache metadata to the handler function to mark it as a special handler for Node.js environments.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,isMainModule,@angular/ssr,Determine whether the provided URL represents the main entry point module.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,PendingTasks,@angular/ssr,Experimental service that keeps track of pending tasks contributing to the stableness of Angular application.,stable,18,,stable,stable,stable,preview,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/experimental/zoneless#experimentalpendingtasks-for-server-side-rendering-ssr,Derived from the Angular Courses diff/feature compatibility source.
Diff,AngularAppEngine,@angular/ssr,"Manage Angular server applications (including localized ones), handles rendering requests, and optionally transforms index HTML before rendering.",stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,AngularNodeAppEngine,@angular/ssr,"Manage Angular server applications (including localized ones), handles rendering requests, and optionally transforms index HTML before rendering.",stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,createWebRequestFromNodeRequest,@angular/ssr,,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,writeResponseToNodeResponse,@angular/ssr,,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,RenderMode,@angular/ssr,Different rendering modes for server routes.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,PrerenderFallback,@angular/ssr,Fallback strategies for Static Site Generation (SSG) routes.,preview,19,,preview,preview,preview,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ServerRoute,@angular/ssr,Server route configuration.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideServerRendering,@angular/ssr,Configure the necessary providers for server routes configuration.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,afterEveryRender,@angular/core,Register a callback to be invoked each time the application finishes rendering,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/components/lifecycle#aftereveryrender-and-afternextrender,Derived from the Angular Courses diff/feature compatibility source.
Diff,afterNextRender,@angular/core,Register callbacks to be invoked the next time the application finishes rendering,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/components/lifecycle#aftereveryrender-and-afternextrender,Derived from the Angular Courses diff/feature compatibility source.
Diff,afterRenderEffect,@angular/core,Create effect(s) that run as part of Angular's `afterRender` sequence.,stable,19,,stable,stable,stable,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withViewTransitions,@angular/router,Enable view transitions in the Router,preview,17,,preview,preview,preview,preview,experimental,experimental,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/animations/route-animations#how-the-router-uses-view-transitions,Derived from the Angular Courses diff/feature compatibility source.
Diff,toSignal,@angular/core/rxjs-interop,Get the current value of an Observable as a reactive Signal.,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/rxjs-interop#tosignal,Derived from the Angular Courses diff/feature compatibility source.
Diff,toObservable,@angular/core/rxjs-interop,Expose the value of an Angular Signal as an RxJS Observable.,stable,16,,stable,stable,stable,preview,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/rxjs-interop#toobservable,Derived from the Angular Courses diff/feature compatibility source.
Diff,takeUntilDestroyed,@angular/core/rxjs-interop,"Complete the Observable when the calling context (component, directive, service, etc) is destroyed.",stable,16,,stable,stable,stable,stable,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,outputFromObservable,@angular/core/rxjs-interop,Output using an RxJS observable as a source for events dispatched to parent subscribers.,stable,16,,stable,stable,stable,stable,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/rxjs-interop#outputfromobservable,Derived from the Angular Courses diff/feature compatibility source.
Diff,outputToObservable,@angular/core/rxjs-interop,Convert an Angular output declared via output() or outputFromObservable() to an observable.,stable,16,,stable,stable,stable,stable,preview,preview,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/rxjs-interop#outputtoobservable,Derived from the Angular Courses diff/feature compatibility source.
Diff,auto-csp,@angular/build,Opt-in option in angular.json to enable the auto-CSP transformation,preview,19,,preview,preview,preview,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,experimentalPlatform,@angular/build,Specifie the platform for which the server bundle is generated,experimental,19,,experimental,experimental,experimental,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withIncrementalHydration,@angular/platform-browser,Enable support for incremental hydration using the `hydrate` trigger syntax.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/incremental-hydration#how-do-you-enable-incremental-hydration-in-angular,Derived from the Angular Courses diff/feature compatibility source.
Diff,pendingUntilEvent,@angular/core/rxjs-interop,"Operator which makes the application unstable until the observable emits, complets, errors, or is unsubscribed.",preview,19,,preview,preview,preview,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/zoneless#pendingtasks-for-server-side-rendering-ssr,Derived from the Angular Courses diff/feature compatibility source.
Diff,resource(),@angular/core,"Construct a `Resource` that projects a reactive request to an asynchronous operation defined by a loader function, which exposes the result of the loading operation via signals.",stable,19,,stable,experimental,experimental,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/resource#,Derived from the Angular Courses diff/feature compatibility source.
Diff,rxResource(),@angular/core/rxjs-interop,"Construct a `Resource` that projects a reactive request to an asynchronous operation defined by a RxJS based loader function, which exposes the result of the loading operation via signals.",stable,19,,stable,experimental,experimental,experimental,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/resource#,Derived from the Angular Courses diff/feature compatibility source.
Diff,httpResource(),@angular/common/http,new frontend to the HttpClient infrastructure,stable,19.2,,stable,experimental,experimental,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,linkedSignal,@angular/core,Represent state (hence the signal in the name) that is reset based on the provided computation.,stable,19,,stable,stable,stable,preview,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/signals/linked-signal#,Derived from the Angular Courses diff/feature compatibility source.
Diff,withRequestsMadeViaParent,@angular/common/http,Configure the current `HttpClient` instance to make requests via the parent injector's `HttpClient` instead of directly.,stable,15,,stable,stable,stable,stable,preview,preview,preview,preview,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ngOptimizedImage,@angular/common,Directive that improves image loading performance by enforcing best practices.,stable,14.2,,stable,stable,stable,stable,stable,stable,stable,stable,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/image-optimization,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideClientHydration,@angular/platform-browser,Sets up providers necessary to enable hydration functionality for the application.,stable,16,,stable,stable,stable,stable,stable,stable,preview,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/hydration,Derived from the Angular Courses diff/feature compatibility source.
Diff,*ngIf,@angular/common,Structural directives are directives which change the DOM layout by adding and removing DOM elements.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/directives/structural-directives#,migration: ng generate @angular/core:control-flow Derived from the Angular Courses diff/feature compatibility source.
Diff,*ngFor,@angular/common,Structural directives are directives which change the DOM layout by adding and removing DOM elements.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/directives/structural-directives#,migration: ng generate @angular/core:control-flow Derived from the Angular Courses diff/feature compatibility source.
Diff,*ngSwitch,@angular/common,Structural directives are directives which change the DOM layout by adding and removing DOM elements.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/directives/structural-directives#,migration: ng generate @angular/core:control-flow Derived from the Angular Courses diff/feature compatibility source.
Diff,HammerJS integration,@angular/platform-browser,An injectable HammerJS Manager for gesture recognition.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://hammerjs.github.io/,Derived from the Angular Courses diff/feature compatibility source.
Diff,platformServerTesting,@angular/platform-server/testing,Supplies a testing module for the Angular platform server subsystem.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,ServerTestingModule,@angular/platform-server/testing,Supplies a testing module for the Angular platform server subsystem.,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,TestBed.get,@angular/core/testing,Supplies a testing module for the Angular platform server subsystem.,removed,13,20,removed,removed,removed,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,TestBed.flushEffects,@angular/core/testing,Execute any pending effects. use `TestBed.tick()` instead,deprecated,17,,deprecated,deprecated,deprecated,preview,preview,preview,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideCheckNoChangesConfig,@angular/core,Used to disable exhaustive checks when verifying no expressions changed after they were checked.,preview,18,,preview,preview,preview,experimental,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Vitest,@angular/build,unit-testing and browser Vitest testing support,stable,20,,stable,stable,experimental,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withComponentInputBinding,@angular/router,Enables binding information from the Router state directly to the inputs of the component in Route configurations.,stable,16,,stable,stable,stable,stable,stable,stable,stable,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/routing/common-router-tasks#add-withcomponentinputbinding,Derived from the Angular Courses diff/feature compatibility source.
Diff,Unified control state change events,@angular/forms,"Unified way to listen to all form events: ValueChangeEvent, StatusChangeEvent, PristineChangeEvent and TouchedChangeEvent",stable,18,,stable,stable,stable,stable,stable,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideBrowserGlobalErrorListeners,@angular/core,Provides an environment initializer which forwards unhandled errors to the ErrorHandler.,stable,20,,stable,stable,stable,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/best-practices/error-handling#client-side-rendering,Derived from the Angular Courses diff/feature compatibility source.
Diff,inject(),@angular/core,Injects a token from the currently active injector. inject is only supported in an injection context. ,stable,14,,stable,stable,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/best-practices/error-handling#client-side-rendering,migration: ng generate @angular/core:inject Derived from the Angular Courses diff/feature compatibility source.
Diff,NG_BUILD_OPTIMIZE_CHUNKS,@angular/cli,chunk optimizer for production application builds,experimental,18,,experimental,experimental,experimental,experimental,experimental,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,provideAnimationsAsync,@angular/animations,Renders animations only once the renderer is loaded,deprecated,17,,deprecated,deprecated,not_available,stable,stable,stable,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/api/platform-browser/animations/async/provideAnimationsAsync#,Derived from the Angular Courses diff/feature compatibility source.
Diff,@angular/animations package,@angular/animations,Renders animations only once the renderer is loaded,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/animations/css,Derived from the Angular Courses diff/feature compatibility source.
Diff,Router.getCurrentNavigation,@angular/router,Returns the current navigation object,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/guide/animations/css,Derived from the Angular Courses diff/feature compatibility source.
Diff,withExperimentalPlatformNavigation,@angular/router,Navigation Web API support,experimental,21.1,,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Signal forms,@angular/forms,Signal forms,stable,21,,stable,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,FormArrayDirective,@angular/forms,FormArrayDirective enables wrapping a HTML form without relying on FormGroupDirective,stable,21,,stable,stable,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,enableProfiling(),@angular/core,Enable profiling of the application,experimental,21,,experimental,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,https://angular.dev/best-practices/profiling-with-chrome-devtools,Derived from the Angular Courses diff/feature compatibility source.
Diff,Angular Aria,@angular/aria,Angular Aria,stable,21,,stable,preview,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,VERSION,@angular/upgrade,Angular version used by the project,deprecated,13,,deprecated,not_available,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,Router.isActive,@angular/router,Returns a Signal<boolean> indicating if the current route is active,deprecated,13,,deprecated,not_available,stable,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
Diff,withExperimentalAutoCleanupInjectors,@angular/router,Enable automatic cleanup of unused route injectors,experimental,21.1,,experimental,not_available,not_available,not_available,not_available,not_available,not_available,not_available,not_available,https://www.angular.courses/caniuse?tab=diff,,Derived from the Angular Courses diff/feature compatibility source.
