section,name,package,description,status,introduced_in,removed_in,v22,v21,v20,v19,v18,v17,v16,v15,v14,angular_courses_url,angular_dev_url,notes
Features,trigger,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,useAnimation,@angular/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HttpClientJsonpModule,@angular/common/http,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HttpClientModule,@angular/common/http,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HttpClientXsrfModule,@angular/common/http,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,HttpClientTestingModule,@angular/common/http/testing,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,DATE_PIPE_DEFAULT_TIMEZONE,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getCurrencySymbol,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleCurrencyCode,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleCurrencyName,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleCurrencySymbol,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleDateFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleDateTimeFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleDayNames,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleDayPeriods,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleDirection,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleEraNames,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleExtraDayPeriodRules,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleExtraDayPeriods,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleFirstDayOfWeek,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleId,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleMonthNames,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleNumberFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleNumberSymbol,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocalePluralCase,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleTimeFormat,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getLocaleWeekEndRange,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getNumberOfCurrencyDigits,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,Time,@angular/common,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,APP_INITIALIZER,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,BootstrapOptions,@angular/core,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,Compiler,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,DefaultIterableDiffer,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,ENVIRONMENT_INITIALIZER,@angular/core,,deprecated,13,13,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,getModuleFactory,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,PLATFORM_INITIALIZER,@angular/core,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,JitCompilerFactory,@angular/platform-browser-dynamic,,deprecated,13,,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,deprecated,https://www.angular.courses/caniuse?tab=features,,
Features,platformBrowserDynamic,@angular/platform-browser-dynamic,,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,BrowserDynamicTestingModule,@angular/platform-browser-dynamic/testing,,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,platformBrowserDynamicTesting,@angular/platform-browser-dynamic/testing,,deprecated,13,,deprecated,deprecated,deprecated,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,BrowserAnimationsModule,@angular/platform-browser/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,BrowserAnimationsModuleConfig,@angular/platform-browser/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,NoopAnimationsModule,@angular/platform-browser/animations,,deprecated,13,,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
Features,provideAnimations,@angular/platform-browser/animations,,deprecated,13,13,deprecated,deprecated,not_available,stable,stable,stable,stable,stable,stable,https://www.angular.courses/caniuse?tab=features,,
